Ligne (ID);Ligne (nom court);Code du sens;Destination;Point d'arrêt (ID);Point d'arrêt (nom);Coordonnées;Arrivée;Départ;Précision
1001;a;0;La Poterie;5006;République;48.109667,-1.679224;2021-03-24T14:58:36+01:00;2021-03-24T14:59:01+01:00;Applicable
1001;a;0;La Poterie;5006;République;48.109667,-1.679224;2021-03-24T13:24:31+01:00;2021-03-24T13:24:56+01:00;Applicable
1001;a;0;La Poterie;5006;République;48.109667,-1.679224;2021-03-24T12:44:22+01:00;2021-03-24T12:44:47+01:00;Applicable
1001;a;0;La Poterie;5006;République;48.109667,-1.679224;2021-03-24T15:02:36+01:00;2021-03-24T15:03:01+01:00;Applicable
1001;a;0;La Poterie;5006;République;48.109667,-1.679224;2021-03-24T13:26:26+01:00;2021-03-24T13:26:51+01:00;Applicable
1001;a;0;La Poterie;5006;République;48.109667,-1.679224;2021-03-24T12:50:01+01:00;2021-03-24T12:50:26+01:00;Applicable
1001;a;0;La Poterie;5006;République;48.109667,-1.679224;2021-03-24T15:06:36+01:00;2021-03-24T15:07:01+01:00;Applicable
1001;a;0;La Poterie;5006;République;48.109667,-1.679224;2021-03-24T13:41:46+01:00;2021-03-24T13:42:11+01:00;Applicable
1001;a;0;La Poterie;5006;République;48.109667,-1.679224;2021-03-24T12:53:51+01:00;2021-03-24T12:54:16+01:00;Applicable
1001;a;0;La Poterie;5006;République;48.109667,-1.679224;2021-03-24T15:08:36+01:00;2021-03-24T15:09:01+01:00;Applicable
1001;a;0;La Poterie;5006;République;48.109667,-1.679224;2021-03-24T13:47:31+01:00;2021-03-24T13:47:56+01:00;Applicable
1001;a;0;La Poterie;5006;République;48.109667,-1.679224;2021-03-24T13:03:26+01:00;2021-03-24T13:03:51+01:00;Applicable
1001;a;0;La Poterie;5006;République;48.109667,-1.679224;2021-03-24T15:10:36+01:00;2021-03-24T15:11:01+01:00;Applicable
1001;a;0;La Poterie;5006;République;48.109667,-1.679224;2021-03-24T13:49:26+01:00;2021-03-24T13:49:51+01:00;Applicable
1001;a;0;La Poterie;5006;République;48.109667,-1.679224;2021-03-24T13:07:16+01:00;2021-03-24T13:07:41+01:00;Applicable
1001;a;0;La Poterie;5006;République;48.109667,-1.679224;2021-03-24T15:12:36+01:00;2021-03-24T15:13:01+01:00;Applicable
1001;a;0;La Poterie;5006;République;48.109667,-1.679224;2021-03-24T13:51:21+01:00;2021-03-24T13:51:46+01:00;Applicable
1001;a;0;La Poterie;5006;République;48.109667,-1.679224;2021-03-24T13:09:11+01:00;2021-03-24T13:09:36+01:00;Applicable
1001;a;0;La Poterie;5007;Charles de Gaulle;48.105473,-1.677107;2021-03-24T12:17:50+01:00;2021-03-24T12:18:11+01:00;Temps réel
1001;a;0;La Poterie;5006;République;48.109667,-1.679224;2021-03-24T14:12:29+01:00;2021-03-24T14:12:54+01:00;Applicable
1001;a;0;La Poterie;5006;République;48.109667,-1.679224;2021-03-24T13:11:06+01:00;2021-03-24T13:11:31+01:00;Applicable
1001;a;0;La Poterie;5007;Charles de Gaulle;48.105473,-1.677107;2021-03-24T12:19:50+01:00;2021-03-24T12:20:11+01:00;Applicable
1001;a;0;La Poterie;5006;République;48.109667,-1.679224;2021-03-24T14:16:36+01:00;2021-03-24T14:17:01+01:00;Applicable
1001;a;0;La Poterie;5006;République;48.109667,-1.679224;2021-03-24T13:13:01+01:00;2021-03-24T13:13:26+01:00;Applicable
1001;a;0;La Poterie;5007;Charles de Gaulle;48.105473,-1.677107;2021-03-24T12:25:50+01:00;2021-03-24T12:26:11+01:00;Applicable
1001;a;0;La Poterie;5006;République;48.109667,-1.679224;2021-03-24T14:22:36+01:00;2021-03-24T14:23:01+01:00;Applicable
1001;a;0;La Poterie;5006;République;48.109667,-1.679224;2021-03-24T13:16:51+01:00;2021-03-24T13:17:16+01:00;Applicable
1001;a;0;La Poterie;5007;Charles de Gaulle;48.105473,-1.677107;2021-03-24T12:27:50+01:00;2021-03-24T12:28:11+01:00;Applicable
1001;a;0;La Poterie;5006;République;48.109667,-1.679224;2021-03-24T14:26:36+01:00;2021-03-24T14:27:01+01:00;Applicable
1001;a;0;La Poterie;5006;République;48.109667,-1.679224;2021-03-24T13:39:51+01:00;2021-03-24T13:40:16+01:00;Applicable
1001;a;0;La Poterie;5007;Charles de Gaulle;48.105473,-1.677107;2021-03-24T12:31:50+01:00;2021-03-24T12:32:11+01:00;Applicable
1001;a;0;La Poterie;5006;République;48.109667,-1.679224;2021-03-24T14:32:36+01:00;2021-03-24T14:33:01+01:00;Applicable
1001;a;0;La Poterie;5006;République;48.109667,-1.679224;2021-03-24T13:43:41+01:00;2021-03-24T13:44:06+01:00;Applicable
1001;a;0;La Poterie;5007;Charles de Gaulle;48.105473,-1.677107;2021-03-24T12:55:10+01:00;2021-03-24T12:55:31+01:00;Applicable
1001;a;0;La Poterie;5006;République;48.109667,-1.679224;2021-03-24T14:40:36+01:00;2021-03-24T14:41:01+01:00;Applicable
1001;a;0;La Poterie;5006;République;48.109667,-1.679224;2021-03-24T13:45:36+01:00;2021-03-24T13:46:01+01:00;Applicable
1001;a;0;La Poterie;5007;Charles de Gaulle;48.105473,-1.677107;2021-03-24T12:59:00+01:00;2021-03-24T12:59:21+01:00;Applicable
1001;a;0;La Poterie;5006;République;48.109667,-1.679224;2021-03-24T14:46:36+01:00;2021-03-24T14:47:01+01:00;Applicable
1001;a;0;La Poterie;5006;République;48.109667,-1.679224;2021-03-24T13:53:16+01:00;2021-03-24T13:53:41+01:00;Applicable
1001;a;0;La Poterie;5007;Charles de Gaulle;48.105473,-1.677107;2021-03-24T13:04:45+01:00;2021-03-24T13:05:06+01:00;Applicable
1001;a;0;La Poterie;5006;République;48.109667,-1.679224;2021-03-24T14:56:36+01:00;2021-03-24T14:57:01+01:00;Applicable
1001;a;0;La Poterie;5006;République;48.109667,-1.679224;2021-03-24T14:02:48+01:00;2021-03-24T14:03:13+01:00;Applicable
1001;a;0;La Poterie;5007;Charles de Gaulle;48.105473,-1.677107;2021-03-24T13:10:30+01:00;2021-03-24T13:10:51+01:00;Applicable
1001;a;0;La Poterie;5006;République;48.109667,-1.679224;2021-03-24T15:00:36+01:00;2021-03-24T15:01:01+01:00;Applicable
1001;a;0;La Poterie;5006;République;48.109667,-1.679224;2021-03-24T14:04:41+01:00;2021-03-24T14:05:06+01:00;Applicable
1001;a;0;La Poterie;5007;Charles de Gaulle;48.105473,-1.677107;2021-03-24T13:18:10+01:00;2021-03-24T13:18:31+01:00;Applicable
1001;a;0;La Poterie;5007;Charles de Gaulle;48.105473,-1.677107;2021-03-24T12:29:50+01:00;2021-03-24T12:30:11+01:00;Applicable
1001;a;0;La Poterie;5006;République;48.109667,-1.679224;2021-03-24T14:08:37+01:00;2021-03-24T14:09:02+01:00;Applicable
1001;a;0;La Poterie;5007;Charles de Gaulle;48.105473,-1.677107;2021-03-24T13:25:50+01:00;2021-03-24T13:26:11+01:00;Applicable
1001;a;0;La Poterie;5007;Charles de Gaulle;48.105473,-1.677107;2021-03-24T12:35:56+01:00;2021-03-24T12:36:17+01:00;Applicable
1001;a;0;La Poterie;5006;République;48.109667,-1.679224;2021-03-24T14:10:37+01:00;2021-03-24T14:11:02+01:00;Applicable
1001;a;0;La Poterie;5007;Charles de Gaulle;48.105473,-1.677107;2021-03-24T13:27:45+01:00;2021-03-24T13:28:06+01:00;Applicable
1001;a;0;La Poterie;5007;Charles de Gaulle;48.105473,-1.677107;2021-03-24T12:45:41+01:00;2021-03-24T12:46:02+01:00;Applicable
1001;a;0;La Poterie;5006;République;48.109667,-1.679224;2021-03-24T14:18:36+01:00;2021-03-24T14:19:01+01:00;Applicable
1001;a;0;La Poterie;5007;Charles de Gaulle;48.105473,-1.677107;2021-03-24T13:29:40+01:00;2021-03-24T13:30:01+01:00;Applicable
1001;a;0;La Poterie;5007;Charles de Gaulle;48.105473,-1.677107;2021-03-24T12:49:25+01:00;2021-03-24T12:49:46+01:00;Applicable
1001;a;0;La Poterie;5006;République;48.109667,-1.679224;2021-03-24T14:20:36+01:00;2021-03-24T14:21:01+01:00;Applicable
1001;a;0;La Poterie;5007;Charles de Gaulle;48.105473,-1.677107;2021-03-24T13:35:25+01:00;2021-03-24T13:35:46+01:00;Applicable
1001;a;0;La Poterie;5007;Charles de Gaulle;48.105473,-1.677107;2021-03-24T13:00:55+01:00;2021-03-24T13:01:16+01:00;Applicable
1001;a;0;La Poterie;5006;République;48.109667,-1.679224;2021-03-24T14:24:36+01:00;2021-03-24T14:25:01+01:00;Applicable
1001;a;0;La Poterie;5007;Charles de Gaulle;48.105473,-1.677107;2021-03-24T13:39:15+01:00;2021-03-24T13:39:36+01:00;Applicable
1001;a;0;La Poterie;5007;Charles de Gaulle;48.105473,-1.677107;2021-03-24T13:06:40+01:00;2021-03-24T13:07:01+01:00;Applicable
1001;a;0;La Poterie;5006;République;48.109667,-1.679224;2021-03-24T14:36:36+01:00;2021-03-24T14:37:01+01:00;Applicable
1001;a;0;La Poterie;5007;Charles de Gaulle;48.105473,-1.677107;2021-03-24T13:46:55+01:00;2021-03-24T13:47:16+01:00;Applicable
1001;a;0;La Poterie;5007;Charles de Gaulle;48.105473,-1.677107;2021-03-24T13:08:35+01:00;2021-03-24T13:08:56+01:00;Applicable
1001;a;0;La Poterie;5006;République;48.109667,-1.679224;2021-03-24T14:50:36+01:00;2021-03-24T14:51:01+01:00;Applicable
1001;a;0;La Poterie;5007;Charles de Gaulle;48.105473,-1.677107;2021-03-24T13:50:45+01:00;2021-03-24T13:51:06+01:00;Applicable
1001;a;0;La Poterie;5007;Charles de Gaulle;48.105473,-1.677107;2021-03-24T13:16:15+01:00;2021-03-24T13:16:36+01:00;Applicable
1001;a;0;La Poterie;5006;République;48.109667,-1.679224;2021-03-24T15:04:36+01:00;2021-03-24T15:05:01+01:00;Applicable
1001;a;0;La Poterie;5007;Charles de Gaulle;48.105473,-1.677107;2021-03-24T13:54:35+01:00;2021-03-24T13:54:56+01:00;Applicable
1001;a;0;La Poterie;5007;Charles de Gaulle;48.105473,-1.677107;2021-03-24T13:22:00+01:00;2021-03-24T13:22:21+01:00;Applicable
1001;a;0;La Poterie;5006;République;48.109667,-1.679224;2021-03-24T15:14:36+01:00;2021-03-24T15:15:01+01:00;Applicable
1001;a;0;La Poterie;5007;Charles de Gaulle;48.105473,-1.677107;2021-03-24T13:58:25+01:00;2021-03-24T13:58:46+01:00;Applicable
1001;a;0;La Poterie;5007;Charles de Gaulle;48.105473,-1.677107;2021-03-24T13:33:30+01:00;2021-03-24T13:33:51+01:00;Applicable
1001;a;0;La Poterie;5007;Charles de Gaulle;48.105473,-1.677107;2021-03-24T12:15:50+01:00;2021-03-24T12:16:11+01:00;Temps réel
1001;a;0;La Poterie;5007;Charles de Gaulle;48.105473,-1.677107;2021-03-24T14:00:20+01:00;2021-03-24T14:00:41+01:00;Applicable
1001;a;0;La Poterie;5007;Charles de Gaulle;48.105473,-1.677107;2021-03-24T13:43:05+01:00;2021-03-24T13:43:26+01:00;Applicable
1001;a;0;La Poterie;5007;Charles de Gaulle;48.105473,-1.677107;2021-03-24T12:21:50+01:00;2021-03-24T12:22:11+01:00;Applicable
1001;a;0;La Poterie;5007;Charles de Gaulle;48.105473,-1.677107;2021-03-24T14:02:15+01:00;2021-03-24T14:02:36+01:00;Applicable
1001;a;0;La Poterie;5007;Charles de Gaulle;48.105473,-1.677107;2021-03-24T13:45:00+01:00;2021-03-24T13:45:21+01:00;Applicable
1001;a;0;La Poterie;5007;Charles de Gaulle;48.105473,-1.677107;2021-03-24T12:23:50+01:00;2021-03-24T12:24:11+01:00;Applicable
1001;a;0;La Poterie;5007;Charles de Gaulle;48.105473,-1.677107;2021-03-24T14:09:56+01:00;2021-03-24T14:10:17+01:00;Applicable
1001;a;0;La Poterie;5007;Charles de Gaulle;48.105473,-1.677107;2021-03-24T13:48:50+01:00;2021-03-24T13:49:11+01:00;Applicable
1001;a;0;La Poterie;5007;Charles de Gaulle;48.105473,-1.677107;2021-03-24T12:34:01+01:00;2021-03-24T12:34:22+01:00;Applicable
1001;a;0;La Poterie;5007;Charles de Gaulle;48.105473,-1.677107;2021-03-24T14:11:56+01:00;2021-03-24T14:12:17+01:00;Applicable
1001;a;0;La Poterie;5007;Charles de Gaulle;48.105473,-1.677107;2021-03-24T13:56:30+01:00;2021-03-24T13:56:51+01:00;Applicable
1001;a;0;La Poterie;5007;Charles de Gaulle;48.105473,-1.677107;2021-03-24T12:37:56+01:00;2021-03-24T12:38:17+01:00;Applicable
1001;a;0;La Poterie;5007;Charles de Gaulle;48.105473,-1.677107;2021-03-24T14:15:56+01:00;2021-03-24T14:16:17+01:00;Applicable
1001;a;0;La Poterie;5007;Charles de Gaulle;48.105473,-1.677107;2021-03-24T14:06:00+01:00;2021-03-24T14:06:21+01:00;Applicable
1001;a;0;La Poterie;5007;Charles de Gaulle;48.105473,-1.677107;2021-03-24T12:39:49+01:00;2021-03-24T12:40:10+01:00;Applicable
1001;a;0;La Poterie;5007;Charles de Gaulle;48.105473,-1.677107;2021-03-24T14:19:55+01:00;2021-03-24T14:20:16+01:00;Applicable
1001;a;0;La Poterie;5007;Charles de Gaulle;48.105473,-1.677107;2021-03-24T14:07:58+01:00;2021-03-24T14:08:19+01:00;Applicable
1001;a;0;La Poterie;5007;Charles de Gaulle;48.105473,-1.677107;2021-03-24T12:41:40+01:00;2021-03-24T12:42:01+01:00;Applicable
1001;a;0;La Poterie;5007;Charles de Gaulle;48.105473,-1.677107;2021-03-24T14:23:55+01:00;2021-03-24T14:24:16+01:00;Applicable
1001;a;0;La Poterie;5007;Charles de Gaulle;48.105473,-1.677107;2021-03-24T14:13:48+01:00;2021-03-24T14:14:09+01:00;Applicable
1001;a;0;La Poterie;5007;Charles de Gaulle;48.105473,-1.677107;2021-03-24T12:43:41+01:00;2021-03-24T12:44:02+01:00;Applicable
1001;a;0;La Poterie;5007;Charles de Gaulle;48.105473,-1.677107;2021-03-24T14:27:55+01:00;2021-03-24T14:28:16+01:00;Applicable
1001;a;0;La Poterie;5007;Charles de Gaulle;48.105473,-1.677107;2021-03-24T14:17:55+01:00;2021-03-24T14:18:16+01:00;Applicable
1001;a;0;La Poterie;5007;Charles de Gaulle;48.105473,-1.677107;2021-03-24T12:47:30+01:00;2021-03-24T12:47:51+01:00;Applicable
1001;a;0;La Poterie;5007;Charles de Gaulle;48.105473,-1.677107;2021-03-24T14:29:55+01:00;2021-03-24T14:30:16+01:00;Applicable
1001;a;0;La Poterie;5007;Charles de Gaulle;48.105473,-1.677107;2021-03-24T14:21:55+01:00;2021-03-24T14:22:16+01:00;Applicable
1001;a;0;La Poterie;5007;Charles de Gaulle;48.105473,-1.677107;2021-03-24T12:51:20+01:00;2021-03-24T12:51:41+01:00;Applicable
1001;a;0;La Poterie;5007;Charles de Gaulle;48.105473,-1.677107;2021-03-24T14:31:55+01:00;2021-03-24T14:32:16+01:00;Applicable
1001;a;0;La Poterie;5007;Charles de Gaulle;48.105473,-1.677107;2021-03-24T14:37:55+01:00;2021-03-24T14:38:16+01:00;Applicable
1001;a;0;La Poterie;5007;Charles de Gaulle;48.105473,-1.677107;2021-03-24T12:53:15+01:00;2021-03-24T12:53:36+01:00;Applicable
1001;a;0;La Poterie;5007;Charles de Gaulle;48.105473,-1.677107;2021-03-24T14:33:55+01:00;2021-03-24T14:34:16+01:00;Applicable
1001;a;0;La Poterie;5007;Charles de Gaulle;48.105473,-1.677107;2021-03-24T14:47:55+01:00;2021-03-24T14:48:16+01:00;Applicable
1001;a;0;La Poterie;5007;Charles de Gaulle;48.105473,-1.677107;2021-03-24T12:57:05+01:00;2021-03-24T12:57:26+01:00;Applicable
1001;a;0;La Poterie;5007;Charles de Gaulle;48.105473,-1.677107;2021-03-24T14:39:55+01:00;2021-03-24T14:40:16+01:00;Applicable
1001;a;0;La Poterie;5007;Charles de Gaulle;48.105473,-1.677107;2021-03-24T14:49:55+01:00;2021-03-24T14:50:16+01:00;Applicable
1001;a;0;La Poterie;5007;Charles de Gaulle;48.105473,-1.677107;2021-03-24T13:02:50+01:00;2021-03-24T13:03:11+01:00;Applicable
1001;a;0;La Poterie;5007;Charles de Gaulle;48.105473,-1.677107;2021-03-24T14:41:55+01:00;2021-03-24T14:42:16+01:00;Applicable
1001;a;0;La Poterie;5007;Charles de Gaulle;48.105473,-1.677107;2021-03-24T15:11:55+01:00;2021-03-24T15:12:16+01:00;Applicable
1001;a;0;La Poterie;5007;Charles de Gaulle;48.105473,-1.677107;2021-03-24T13:12:25+01:00;2021-03-24T13:12:46+01:00;Applicable
1001;a;0;La Poterie;5007;Charles de Gaulle;48.105473,-1.677107;2021-03-24T14:51:55+01:00;2021-03-24T14:52:16+01:00;Applicable
1001;a;0;La Poterie;5007;Charles de Gaulle;48.105473,-1.677107;2021-03-24T15:13:55+01:00;2021-03-24T15:14:16+01:00;Applicable
1001;a;0;La Poterie;5007;Charles de Gaulle;48.105473,-1.677107;2021-03-24T13:14:20+01:00;2021-03-24T13:14:41+01:00;Applicable
1001;a;0;La Poterie;5007;Charles de Gaulle;48.105473,-1.677107;2021-03-24T15:01:55+01:00;2021-03-24T15:02:16+01:00;Applicable
1001;a;0;La Poterie;5007;Charles de Gaulle;48.105473,-1.677107;2021-03-24T15:15:55+01:00;2021-03-24T15:16:16+01:00;Applicable
1001;a;0;La Poterie;5007;Charles de Gaulle;48.105473,-1.677107;2021-03-24T13:20:05+01:00;2021-03-24T13:20:26+01:00;Applicable
1001;a;0;La Poterie;5008;Gares;48.103779,-1.672252;2021-03-24T12:16:55+01:00;2021-03-24T12:17:16+01:00;Temps réel
1001;a;0;La Poterie;5008;Gares;48.103779,-1.672252;2021-03-24T12:28:56+01:00;2021-03-24T12:29:17+01:00;Applicable
1001;a;0;La Poterie;5007;Charles de Gaulle;48.105473,-1.677107;2021-03-24T13:23:55+01:00;2021-03-24T13:24:16+01:00;Applicable
1001;a;0;La Poterie;5008;Gares;48.103779,-1.672252;2021-03-24T12:24:56+01:00;2021-03-24T12:25:17+01:00;Applicable
1001;a;0;La Poterie;5008;Gares;48.103779,-1.672252;2021-03-24T12:30:56+01:00;2021-03-24T12:31:17+01:00;Applicable
1001;a;0;La Poterie;5007;Charles de Gaulle;48.105473,-1.677107;2021-03-24T13:31:35+01:00;2021-03-24T13:31:56+01:00;Applicable
1001;a;0;La Poterie;5008;Gares;48.103779,-1.672252;2021-03-24T12:32:56+01:00;2021-03-24T12:33:17+01:00;Applicable
1001;a;0;La Poterie;5008;Gares;48.103779,-1.672252;2021-03-24T12:37:02+01:00;2021-03-24T12:37:23+01:00;Applicable
1001;a;0;La Poterie;5007;Charles de Gaulle;48.105473,-1.677107;2021-03-24T13:37:20+01:00;2021-03-24T13:37:41+01:00;Applicable
1001;a;0;La Poterie;5008;Gares;48.103779,-1.672252;2021-03-24T12:35:07+01:00;2021-03-24T12:35:28+01:00;Applicable
1001;a;0;La Poterie;5008;Gares;48.103779,-1.672252;2021-03-24T12:42:46+01:00;2021-03-24T12:43:07+01:00;Applicable
1001;a;0;La Poterie;5007;Charles de Gaulle;48.105473,-1.677107;2021-03-24T13:41:10+01:00;2021-03-24T13:41:31+01:00;Applicable
1001;a;0;La Poterie;5008;Gares;48.103779,-1.672252;2021-03-24T12:39:02+01:00;2021-03-24T12:39:23+01:00;Applicable
1001;a;0;La Poterie;5008;Gares;48.103779,-1.672252;2021-03-24T12:52:26+01:00;2021-03-24T12:52:47+01:00;Applicable
1001;a;0;La Poterie;5007;Charles de Gaulle;48.105473,-1.677107;2021-03-24T13:52:40+01:00;2021-03-24T13:53:01+01:00;Applicable
1001;a;0;La Poterie;5008;Gares;48.103779,-1.672252;2021-03-24T12:40:55+01:00;2021-03-24T12:41:16+01:00;Applicable
1001;a;0;La Poterie;5008;Gares;48.103779,-1.672252;2021-03-24T12:58:11+01:00;2021-03-24T12:58:32+01:00;Applicable
1001;a;0;La Poterie;5007;Charles de Gaulle;48.105473,-1.677107;2021-03-24T14:04:07+01:00;2021-03-24T14:04:28+01:00;Applicable
1001;a;0;La Poterie;5008;Gares;48.103779,-1.672252;2021-03-24T12:44:47+01:00;2021-03-24T12:45:08+01:00;Applicable
1001;a;0;La Poterie;5008;Gares;48.103779,-1.672252;2021-03-24T13:05:51+01:00;2021-03-24T13:06:12+01:00;Applicable
1001;a;0;La Poterie;5007;Charles de Gaulle;48.105473,-1.677107;2021-03-24T14:25:55+01:00;2021-03-24T14:26:16+01:00;Applicable
1001;a;0;La Poterie;5008;Gares;48.103779,-1.672252;2021-03-24T12:46:47+01:00;2021-03-24T12:47:08+01:00;Applicable
1001;a;0;La Poterie;5008;Gares;48.103779,-1.672252;2021-03-24T13:07:46+01:00;2021-03-24T13:08:07+01:00;Applicable
1001;a;0;La Poterie;5007;Charles de Gaulle;48.105473,-1.677107;2021-03-24T14:35:55+01:00;2021-03-24T14:36:16+01:00;Applicable
1001;a;0;La Poterie;5008;Gares;48.103779,-1.672252;2021-03-24T12:48:36+01:00;2021-03-24T12:48:57+01:00;Applicable
1001;a;0;La Poterie;5008;Gares;48.103779,-1.672252;2021-03-24T13:13:31+01:00;2021-03-24T13:13:52+01:00;Applicable
1001;a;0;La Poterie;5007;Charles de Gaulle;48.105473,-1.677107;2021-03-24T14:43:55+01:00;2021-03-24T14:44:16+01:00;Applicable
1001;a;0;La Poterie;5008;Gares;48.103779,-1.672252;2021-03-24T12:56:16+01:00;2021-03-24T12:56:37+01:00;Applicable
1001;a;0;La Poterie;5008;Gares;48.103779,-1.672252;2021-03-24T13:17:21+01:00;2021-03-24T13:17:42+01:00;Applicable
1001;a;0;La Poterie;5007;Charles de Gaulle;48.105473,-1.677107;2021-03-24T14:45:55+01:00;2021-03-24T14:46:16+01:00;Applicable
1001;a;0;La Poterie;5008;Gares;48.103779,-1.672252;2021-03-24T13:02:01+01:00;2021-03-24T13:02:22+01:00;Applicable
1001;a;0;La Poterie;5008;Gares;48.103779,-1.672252;2021-03-24T13:19:16+01:00;2021-03-24T13:19:37+01:00;Applicable
1001;a;0;La Poterie;5007;Charles de Gaulle;48.105473,-1.677107;2021-03-24T14:53:55+01:00;2021-03-24T14:54:16+01:00;Applicable
1001;a;0;La Poterie;5008;Gares;48.103779,-1.672252;2021-03-24T13:03:56+01:00;2021-03-24T13:04:17+01:00;Applicable
1001;a;0;La Poterie;5008;Gares;48.103779,-1.672252;2021-03-24T13:21:11+01:00;2021-03-24T13:21:32+01:00;Applicable
1001;a;0;La Poterie;5007;Charles de Gaulle;48.105473,-1.677107;2021-03-24T14:55:55+01:00;2021-03-24T14:56:16+01:00;Applicable
1001;a;0;La Poterie;5008;Gares;48.103779,-1.672252;2021-03-24T13:11:36+01:00;2021-03-24T13:11:57+01:00;Applicable
1001;a;0;La Poterie;5008;Gares;48.103779,-1.672252;2021-03-24T13:26:56+01:00;2021-03-24T13:27:17+01:00;Applicable
1001;a;0;La Poterie;5007;Charles de Gaulle;48.105473,-1.677107;2021-03-24T14:57:55+01:00;2021-03-24T14:58:16+01:00;Applicable
1001;a;0;La Poterie;5008;Gares;48.103779,-1.672252;2021-03-24T13:46:06+01:00;2021-03-24T13:46:27+01:00;Applicable
1001;a;0;La Poterie;5008;Gares;48.103779,-1.672252;2021-03-24T13:30:46+01:00;2021-03-24T13:31:07+01:00;Applicable
1001;a;0;La Poterie;5007;Charles de Gaulle;48.105473,-1.677107;2021-03-24T14:59:55+01:00;2021-03-24T15:00:16+01:00;Applicable
1001;a;0;La Poterie;5008;Gares;48.103779,-1.672252;2021-03-24T13:53:46+01:00;2021-03-24T13:54:07+01:00;Applicable
1001;a;0;La Poterie;5008;Gares;48.103779,-1.672252;2021-03-24T13:32:41+01:00;2021-03-24T13:33:02+01:00;Applicable
1001;a;0;La Poterie;5007;Charles de Gaulle;48.105473,-1.677107;2021-03-24T15:03:55+01:00;2021-03-24T15:04:16+01:00;Applicable
1001;a;0;La Poterie;5008;Gares;48.103779,-1.672252;2021-03-24T14:23:01+01:00;2021-03-24T14:23:22+01:00;Applicable
1001;a;0;La Poterie;5008;Gares;48.103779,-1.672252;2021-03-24T13:38:26+01:00;2021-03-24T13:38:47+01:00;Applicable
1001;a;0;La Poterie;5007;Charles de Gaulle;48.105473,-1.677107;2021-03-24T15:05:55+01:00;2021-03-24T15:06:16+01:00;Applicable
1001;a;0;La Poterie;5008;Gares;48.103779,-1.672252;2021-03-24T14:27:01+01:00;2021-03-24T14:27:22+01:00;Applicable
1001;a;0;La Poterie;5008;Gares;48.103779,-1.672252;2021-03-24T13:40:21+01:00;2021-03-24T13:40:42+01:00;Applicable
1001;a;0;La Poterie;5007;Charles de Gaulle;48.105473,-1.677107;2021-03-24T15:07:55+01:00;2021-03-24T15:08:16+01:00;Applicable
1001;a;0;La Poterie;5008;Gares;48.103779,-1.672252;2021-03-24T14:35:01+01:00;2021-03-24T14:35:22+01:00;Applicable
1001;a;0;La Poterie;5008;Gares;48.103779,-1.672252;2021-03-24T13:48:01+01:00;2021-03-24T13:48:22+01:00;Applicable
1001;a;0;La Poterie;5007;Charles de Gaulle;48.105473,-1.677107;2021-03-24T15:09:55+01:00;2021-03-24T15:10:16+01:00;Applicable
1001;a;0;La Poterie;5008;Gares;48.103779,-1.672252;2021-03-24T14:53:01+01:00;2021-03-24T14:53:22+01:00;Applicable
1001;a;0;La Poterie;5008;Gares;48.103779,-1.672252;2021-03-24T13:49:56+01:00;2021-03-24T13:50:17+01:00;Applicable
1001;a;0;La Poterie;5008;Gares;48.103779,-1.672252;2021-03-24T12:18:55+01:00;2021-03-24T12:19:16+01:00;Temps réel
1001;a;0;La Poterie;5008;Gares;48.103779,-1.672252;2021-03-24T14:55:01+01:00;2021-03-24T14:55:25+01:00;Applicable
1001;a;0;La Poterie;5008;Gares;48.103779,-1.672252;2021-03-24T13:55:41+01:00;2021-03-24T13:56:02+01:00;Applicable
1001;a;0;La Poterie;5008;Gares;48.103779,-1.672252;2021-03-24T12:20:56+01:00;2021-03-24T12:21:17+01:00;Applicable
1001;a;0;La Poterie;5008;Gares;48.103779,-1.672252;2021-03-24T15:11:01+01:00;2021-03-24T15:11:25+01:00;Applicable
1001;a;0;La Poterie;5008;Gares;48.103779,-1.672252;2021-03-24T14:01:26+01:00;2021-03-24T14:01:47+01:00;Applicable
1001;a;0;La Poterie;5008;Gares;48.103779,-1.672252;2021-03-24T12:22:56+01:00;2021-03-24T12:23:17+01:00;Applicable
1001;a;0;La Poterie;5008;Gares;48.103779,-1.672252;2021-03-24T15:13:01+01:00;2021-03-24T15:13:25+01:00;Applicable
1001;a;0;La Poterie;5008;Gares;48.103779,-1.672252;2021-03-24T14:03:21+01:00;2021-03-24T14:03:42+01:00;Applicable
1001;a;0;La Poterie;5008;Gares;48.103779,-1.672252;2021-03-24T12:26:56+01:00;2021-03-24T12:27:17+01:00;Applicable
1001;a;0;La Poterie;5008;Gares;48.103779,-1.672252;2021-03-24T15:15:01+01:00;2021-03-24T15:15:25+01:00;Applicable
1001;a;0;La Poterie;5008;Gares;48.103779,-1.672252;2021-03-24T14:05:13+01:00;2021-03-24T14:05:34+01:00;Applicable
1001;a;0;La Poterie;5008;Gares;48.103779,-1.672252;2021-03-24T12:50:31+01:00;2021-03-24T12:50:52+01:00;Applicable
1001;a;0;La Poterie;5009;Jacques Cartier;48.097566,-1.675508;2021-03-24T12:16:27+01:00;2021-03-24T12:16:42+01:00;Temps réel
1001;a;0;La Poterie;5008;Gares;48.103779,-1.672252;2021-03-24T14:11:02+01:00;2021-03-24T14:11:23+01:00;Applicable
1001;a;0;La Poterie;5008;Gares;48.103779,-1.672252;2021-03-24T12:54:21+01:00;2021-03-24T12:54:42+01:00;Applicable
